film,year_film,year_ceremony,ceremony,category,name,winner
Farinelli: Il Castrato,1994,1995,67,FOREIGN LANGUAGE FILM,Belgium,FALSE
Strawberry and Chocolate,1994,1995,67,FOREIGN LANGUAGE FILM,Cuba,FALSE
Mary Shelley's Frankenstein,1994,1995,67,MAKEUP,"Daniel Parker, Paul Engelen, Carol Hemming",FALSE
The Big Story,1994,1995,67,SHORT FILM (Animated),"Tim Watts, David Stoten",FALSE
Bob's Birthday,1994,1995,67,SHORT FILM (Animated),"Alison Snowden, David Fine",TRUE
The Janitor,1994,1995,67,SHORT FILM (Animated),Vanessa Schwartz,FALSE
The Monk and the Fish,1994,1995,67,SHORT FILM (Animated),Michael Dudok de Wit,FALSE
Franz Kafka's It's a Wonderful Life,1994,1995,67,SHORT FILM (Live Action),"Peter Capaldi, Ruth Kenley-Letts",TRUE
Kangaroo Court,1994,1995,67,SHORT FILM (Live Action),"Sean Astin, Christine Astin",FALSE
On Hope,1994,1995,67,SHORT FILM (Live Action),"JoBeth Williams, Michele McGuire",FALSE
Trevor,1994,1995,67,SHORT FILM (Live Action),"Peggy Rajski, Randy Stone",TRUE
The Postman (Il Postino),1995,1996,68,ACTOR IN A LEADING ROLE,Massimo Troisi,FALSE
12 Monkeys,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Brad Pitt,FALSE
Georgia,1995,1996,68,ACTRESS IN A SUPPORTING ROLE,Mare Winningham,FALSE
Shanghai Triad,1995,1996,68,CINEMATOGRAPHY,Lu Yue,FALSE
Anne Frank Remembered,1995,1996,68,DOCUMENTARY (Feature),Jon Blair,TRUE
The Battle over Citizen Kane,1995,1996,68,DOCUMENTARY (Feature),"Thomas Lennon, Michael Epstein",FALSE
Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,1995,1996,68,DOCUMENTARY (Feature),"Allan Miller, Walter Scheuer",FALSE
Hank Aaron: Chasing the Dream,1995,1996,68,DOCUMENTARY (Feature),"Mike Tollin, Fredric Golding",FALSE
Troublesome Creek: A Midwestern,1995,1996,68,DOCUMENTARY (Feature),"Jeanne Jordan, Steven Ascher",FALSE
Jim Dine: A Self-Portrait on the Walls,1995,1996,68,DOCUMENTARY (Short Subject),"Nancy Dine, Richard Stilwell",FALSE
The Living Sea,1995,1996,68,DOCUMENTARY (Short Subject),"Greg MacGillivray, Alec Lorimore",FALSE
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1995,1996,68,DOCUMENTARY (Short Subject),"Terry Sanders, Freida Lee Mock",FALSE
One Survivor Remembers,1995,1996,68,DOCUMENTARY (Short Subject),Kary Antholis,TRUE
The Shadow of Hate,1995,1996,68,DOCUMENTARY (Short Subject),Charles Guggenheim,FALSE
Seven,1995,1996,68,FILM EDITING,Richard Francis-Bruce,FALSE
All Things Fair,1995,1996,68,FOREIGN LANGUAGE FILM,Sweden,FALSE
Antonia's Line,1995,1996,68,FOREIGN LANGUAGE FILM,The Netherlands,TRUE
Dust of Life,1995,1996,68,FOREIGN LANGUAGE FILM,Algeria,FALSE
O Quatrilho,1995,1996,68,FOREIGN LANGUAGE FILM,Brazil,FALSE
The Star Maker,1995,1996,68,FOREIGN LANGUAGE FILM,Italy,FALSE
"My Family, Mi Familia",1995,1996,68,MAKEUP,"Ken Diaz, Mark Sanchez",FALSE
Roommates,1995,1996,68,MAKEUP,"Greg Cannom, Bob Laden, Colleen Callaghan",FALSE
Unstrung Heroes,1995,1996,68,MUSIC (Original Musical or Comedy Score),Thomas Newman,FALSE
The Chicken from Outer Space,1995,1996,68,SHORT FILM (Animated),John R. Dilworth,FALSE
the end,1995,1996,68,SHORT FILM (Animated),"Chris Landreth, Robin Bargar",FALSE
Gagarin,1995,1996,68,SHORT FILM (Animated),Alexij Kharitidi,FALSE
Runaway Brain,1995,1996,68,SHORT FILM (Animated),Chris Bailey,FALSE
Brooms,1995,1996,68,SHORT FILM (Live Action),"Luke Cresswell, Steve McNicholas",FALSE
Duke of Groove,1995,1996,68,SHORT FILM (Live Action),"Griffin Dunne, Thom Colwell",FALSE
Lieberman in Love,1995,1996,68,SHORT FILM (Live Action),"Christine Lahti, Jana Sue Memel",TRUE
Little Surprises,1995,1996,68,SHORT FILM (Live Action),"Jeff Goldblum, Tikki Goldberg",FALSE
Tuesday Morning Ride,1995,1996,68,SHORT FILM (Live Action),"Dianne Houston, Joy Ryan",FALSE
Breaking the Waves,1996,1997,69,ACTRESS IN A LEADING ROLE,Emily Watson,FALSE
William Shakespeare's Romeo & Juliet,1996,1997,69,ART DIRECTION,Art Direction:  Catherine Martin;  Set Decoration:  Brigitte Broch,FALSE
Angels and Insects,1996,1997,69,COSTUME DESIGN,Paul Brown,FALSE
The Line King: The Al Hirschfeld Story,1996,1997,69,DOCUMENTARY (Feature),Susan W. Dryfoos,FALSE
Mandela,1996,1997,69,DOCUMENTARY (Feature),"Jo Menell, Angus Gibson",FALSE
Suzanne Farrell: Elusive Muse,1996,1997,69,DOCUMENTARY (Feature),"Anne Belle, Deborah Dickson",FALSE
Tell the Truth and Run: George Seldes and the American Press,1996,1997,69,DOCUMENTARY (Feature),Rick Goldsmith,FALSE
Breathing Lessons: The Life and Work of Mark O'Brien,1996,1997,69,DOCUMENTARY (Short Subject),Jessica Yu,TRUE
Cosmic Voyage,1996,1997,69,DOCUMENTARY (Short Subject),"Jeffrey Marvin, Bayley Silleck",FALSE
An Essay on Matisse,1996,1997,69,DOCUMENTARY (Short Subject),Perry Wolff,FALSE
Special Effects,1996,1997,69,DOCUMENTARY (Short Subject),"Susanne Simpson, Ben Burtt",FALSE
The Wild Bunch: An Album in Montage,1996,1997,69,DOCUMENTARY (Short Subject),"Paul Seydor, Nick Redman",FALSE
A Chef in Love,1996,1997,69,FOREIGN LANGUAGE FILM,Georgia,FALSE
Kolya,1996,1997,69,FOREIGN LANGUAGE FILM,Czech Republic,TRUE
The Other Side of Sunday,1996,1997,69,FOREIGN LANGUAGE FILM,Norway,FALSE
Prisoner of the Mountains,1996,1997,69,FOREIGN LANGUAGE FILM,Russia,FALSE
Up Close and Personal,1996,1997,69,MUSIC (Original Song),Music and Lyric by Diane Warren,FALSE
Canhead,1996,1997,69,SHORT FILM (Animated),"Timothy Hittle, Chris Peterson",FALSE
La Salla,1996,1997,69,SHORT FILM (Animated),Richard Condie,FALSE
Quest,1996,1997,69,SHORT FILM (Animated),"Tyron Montgomery, Thomas Stellmach",TRUE
Wat's Pig,1996,1997,69,SHORT FILM (Animated),Peter Lord,FALSE
"De Tripas, Corazon",1996,1997,69,SHORT FILM (Live Action),Antonio Urrutia,FALSE
Dear Diary,1996,1997,69,SHORT FILM (Live Action),"David Frankel, Barry Jossen",TRUE
Ernst & Lyset,1996,1997,69,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",FALSE
Esposados,1996,1997,69,SHORT FILM (Live Action),Juan Carlos Fresnadillo,FALSE
Wordless,1996,1997,69,SHORT FILM (Live Action),"Bernadette Carranza, Antonello De Leo",FALSE
Dragonheart,1996,1997,69,VISUAL EFFECTS,"Scott Squires, Phil Tippett, James Straus, Kit West",FALSE
Ulee's Gold,1997,1998,70,ACTOR IN A LEADING ROLE,Peter Fonda,FALSE
Afterglow,1997,1998,70,ACTRESS IN A LEADING ROLE,Julie Christie,FALSE
Mrs. Brown,1997,1998,70,ACTRESS IN A LEADING ROLE,Judi Dench,FALSE
Oscar and Lucinda,1997,1998,70,COSTUME DESIGN,Janet Patterson,FALSE
Ayn Rand: A Sense of Life,1997,1998,70,DOCUMENTARY (Feature),Michael Paxton,FALSE
Colors Straight Up,1997,1998,70,DOCUMENTARY (Feature),"MichÃ¨le Ohayon, Julia Schachter",FALSE
4 Little Girls,1997,1998,70,DOCUMENTARY (Feature),"Spike Lee, Sam Pollard",FALSE
The Long Way Home,1997,1998,70,DOCUMENTARY (Feature),"Rabbi Marvin Hier, Richard Trank",TRUE
Waco: The Rules of Engagement,1997,1998,70,DOCUMENTARY (Feature),"Dan Gifford, William Gazecki",FALSE
Alaska: Spirit of the Wild,1997,1998,70,DOCUMENTARY (Short Subject),"George Casey, Paul Novros",FALSE
Amazon,1997,1998,70,DOCUMENTARY (Short Subject),"Kieth Merrill, Jonathan Stern",FALSE
Daughter of the Bride,1997,1998,70,DOCUMENTARY (Short Subject),Terri Randall,FALSE
Still Kicking: The Fabulous Palm Springs Follies,1997,1998,70,DOCUMENTARY (Short Subject),"Mel Damski, Andrea Blaugrund",FALSE
A Story of Healing,1997,1998,70,DOCUMENTARY (Short Subject),"Donna Dewey, Carol Pasternak",TRUE
Beyond Silence,1997,1998,70,FOREIGN LANGUAGE FILM,Germany,FALSE
Character,1997,1998,70,FOREIGN LANGUAGE FILM,The Netherlands,TRUE
Four Days in September,1997,1998,70,FOREIGN LANGUAGE FILM,Brazil,FALSE
Secrets of the Heart,1997,1998,70,FOREIGN LANGUAGE FILM,Spain,FALSE
The Thief,1997,1998,70,FOREIGN LANGUAGE FILM,Russia,FALSE
Famous Fred,1997,1998,70,SHORT FILM (Animated),Joanna Quinn,FALSE
La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),1997,1998,70,SHORT FILM (Animated),Sylvain Chomet,FALSE
The Mermaid,1997,1998,70,SHORT FILM (Animated),Alexander Petrov,FALSE
Redux Riding Hood,1997,1998,70,SHORT FILM (Animated),"Steve Moore, Dan O'Shannon",FALSE
Dance Lexie Dance,1997,1998,70,SHORT FILM (Live Action),"Pearse Moore, Tim Loane",FALSE
It's Good to Talk,1997,1998,70,SHORT FILM (Live Action),"Roger Goldby, Barney Reisz",FALSE
Sweethearts?,1997,1998,70,SHORT FILM (Live Action),"Birger Larsen, Thomas Lydholm",FALSE
Visas and Virtue,1997,1998,70,SHORT FILM (Live Action),"Chris Tashima, Chris Donahue",TRUE
Wolfgang,1997,1998,70,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",FALSE
Life Is Beautiful,1998,1999,71,ACTOR IN A LEADING ROLE,Roberto Benigni,TRUE
Central Station,1998,1999,71,ACTRESS IN A LEADING ROLE,Fernanda Montenegro,FALSE
One True Thing,1998,1999,71,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
Beloved,1998,1999,71,COSTUME DESIGN,Colleen Atwood,FALSE
Dancemaker,1998,1999,71,DOCUMENTARY (Feature),"Matthew Diamond, Jerry Kupfer",FALSE
"The Farm: Angola, U.S.A.",1998,1999,71,DOCUMENTARY (Feature),"Jonathan Stack, Liz Garbus",FALSE
The Last Days,1998,1999,71,DOCUMENTARY (Feature),"James Moll, Ken Lipper",TRUE
Lenny Bruce: Swear to Tell the Truth,1998,1999,71,DOCUMENTARY (Feature),Robert B. Weide,FALSE
Regret to Inform,1998,1999,71,DOCUMENTARY (Feature),"Barbara Sonneborn, Janet Cole",FALSE
The Personals: Improvisations on Romance in the Golden Years,1998,1999,71,DOCUMENTARY (Short Subject),Keiko Ibi,TRUE
A Place in the Land,1998,1999,71,DOCUMENTARY (Short Subject),Charles Guggenheim,FALSE
Sunrise over Tiananmen Square,1998,1999,71,DOCUMENTARY (Short Subject),"Shui-Bo Wang, Donald McWilliams",FALSE
Children of Heaven,1998,1999,71,FOREIGN LANGUAGE FILM,Iran,FALSE
The Grandfather,1998,1999,71,FOREIGN LANGUAGE FILM,Spain,FALSE
Bunny,1998,1999,71,SHORT FILM (Animated),Chris Wedge,TRUE
The Canterbury Tales,1998,1999,71,SHORT FILM (Animated),"Christopher Grace, Jonathan Myerson",FALSE
Jolly Roger,1998,1999,71,SHORT FILM (Animated),Mark Baker,FALSE
More,1998,1999,71,SHORT FILM (Animated),"Mark Osborne, Steve Kalafer",FALSE
When Life Departs,1998,1999,71,SHORT FILM (Animated),"Karsten Kiilerich, Stefan Fjeldmark",FALSE
Culture,1998,1999,71,SHORT FILM (Live Action),"Will Speck, Josh Gordon",FALSE
Election Night (Valgaften),1998,1999,71,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",TRUE
Holiday Romance,1998,1999,71,SHORT FILM (Live Action),"Alexander Jovy, JJ Keith",FALSE
La Carte Postale (The Postcard),1998,1999,71,SHORT FILM (Live Action),Vivian Goffette,FALSE
Victor,1998,1999,71,SHORT FILM (Live Action),"Simon Sandquist, Joel Bergvall",FALSE
Tumbleweeds,1999,2000,72,ACTRESS IN A LEADING ROLE,Janet McTeer,FALSE
Genghis Blues,1999,2000,72,DOCUMENTARY (Feature),"Roko Belic, Adrian Belic",FALSE
On the Ropes,1999,2000,72,DOCUMENTARY (Feature),"Nanette Burstein, Brett Morgen",FALSE
One Day in September,1999,2000,72,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald",TRUE
Speaking in Strings,1999,2000,72,DOCUMENTARY (Feature),"Paola di Florio, Lilibet Foster",FALSE
Eyewitness,1999,2000,72,DOCUMENTARY (Short Subject),Bert Van Bork,FALSE
King Gimp,1999,2000,72,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford",TRUE
The Wildest Show in the South: The Angola Prison Rodeo,1999,2000,72,DOCUMENTARY (Short Subject),"Simeon Soffer, Jonathan Stack",FALSE
All about My Mother,1999,2000,72,FOREIGN LANGUAGE FILM,Spain,TRUE
Caravan,1999,2000,72,FOREIGN LANGUAGE FILM,Nepal,FALSE
East-West,1999,2000,72,FOREIGN LANGUAGE FILM,France,FALSE
Solomon and Gaenor,1999,2000,72,FOREIGN LANGUAGE FILM,United Kingdom,FALSE
Under the Sun,1999,2000,72,FOREIGN LANGUAGE FILM,Sweden,FALSE
Humdrum,1999,2000,72,SHORT FILM (Animated),Peter Peake,FALSE
My Grandmother Ironed the King's Shirts,1999,2000,72,SHORT FILM (Animated),Torill Kove,FALSE
The Old Man and the Sea,1999,2000,72,SHORT FILM (Animated),Alexander Petrov,TRUE
3 Misses,1999,2000,72,SHORT FILM (Animated),Paul Driessen,FALSE
When the Day Breaks,1999,2000,72,SHORT FILM (Animated),"Wendy Tilby, Amanda Forbis",FALSE
"Bror, Min Bror (Teis and Nico)",1999,2000,72,SHORT FILM (Live Action),"Henrik Ruben Genz, Michael W. Horsten",FALSE
Killing Joe,1999,2000,72,SHORT FILM (Live Action),"Mehdi Norowzian, Steve Wax",FALSE
Kleingeld (Small Change),1999,2000,72,SHORT FILM (Live Action),"Marc-Andreas Bochert, Gabriele Lins",FALSE
Major and Minor Miracles,1999,2000,72,SHORT FILM (Live Action),Marcus Olsson,FALSE
My Mother Dreams the Satan's Disciples in New York,1999,2000,72,SHORT FILM (Live Action),"Barbara Schock, Tammy Tiehel",TRUE
Star Wars Episode I: The Phantom Menace,1999,2000,72,SOUND,"Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley",FALSE
"Crouching Tiger, Hidden Dragon",2000,2001,73,ART DIRECTION,Tim Yip,TRUE
Dr. Seuss' How the Grinch Stole Christmas,2000,2001,73,ART DIRECTION,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,FALSE
MalÃ¨na,2000,2001,73,CINEMATOGRAPHY,Lajos Koltai,FALSE
Into the Arms of Strangers: Stories of the Kindertransport,2000,2001,73,DOCUMENTARY (Feature),"Mark Jonathan Harris, Deborah Oppenheimer",TRUE
Legacy,2000,2001,73,DOCUMENTARY (Feature),Tod Lending,FALSE
Long Night's Journey into Day,2000,2001,73,DOCUMENTARY (Feature),"Frances Reid, Deborah Hoffmann",FALSE
Scottsboro: An American Tragedy,2000,2001,73,DOCUMENTARY (Feature),"Barak Goodman, Daniel Anker",FALSE
Sound and Fury,2000,2001,73,DOCUMENTARY (Feature),"Josh Aronson, Roger Weisberg",FALSE
Big Mama,2000,2001,73,DOCUMENTARY (Short Subject),Tracy Seretean,TRUE
Curtain Call,2000,2001,73,DOCUMENTARY (Short Subject),"Chuck Braverman, Steve Kalafer",FALSE
Dolphins,2000,2001,73,DOCUMENTARY (Short Subject),"Greg MacGillivray, Alec Lorimore",FALSE
The Man on Lincoln's Nose,2000,2001,73,DOCUMENTARY (Short Subject),Daniel Raim,FALSE
On Tiptoe: Gentle Steps to Freedom,2000,2001,73,DOCUMENTARY (Short Subject),"Eric Simonson, Leelai Demoz",FALSE
Amores Perros,2000,2001,73,FOREIGN LANGUAGE FILM,Mexico,FALSE
Divided We Fall,2000,2001,73,FOREIGN LANGUAGE FILM,Czech Republic,FALSE
Everybody Famous!,2000,2001,73,FOREIGN LANGUAGE FILM,Belgium,FALSE
The Taste of Others,2000,2001,73,FOREIGN LANGUAGE FILM,France,FALSE
The Periwig-Maker,2000,2001,73,SHORT FILM (Animated),"Steffen SchÃ¤ffler, Annette SchÃ¤ffler",FALSE
By Courier,2000,2001,73,SHORT FILM (Live Action),"Peter Riegert, Ericka Frederick",FALSE
One Day Crossing,2000,2001,73,SHORT FILM (Live Action),"Joan Stein, Christina Lazaridi",FALSE
Quiero Ser (I want to be...),2000,2001,73,SHORT FILM (Live Action),Florian Gallenberger,TRUE
Seraglio,2000,2001,73,SHORT FILM (Live Action),"Gail Lerner, Colin Campbell",FALSE
A Soccer Story (Uma Historia de Futebol),2000,2001,73,SHORT FILM (Live Action),Paulo Machline,FALSE
Moulin Rouge,2001,2002,74,ACTRESS IN A LEADING ROLE,Nicole Kidman,FALSE
AmÃ©lie,2001,2002,74,ART DIRECTION,Art Direction:  Aline Bonetto; Set Decoration:  Marie-Laure Valla,FALSE
Harry Potter and the Sorcerer's Stone,2001,2002,74,ART DIRECTION,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,FALSE
Children Underground,2001,2002,74,DOCUMENTARY (Feature),Edet Belzberg,FALSE
LaLee's Kin: The Legacy of Cotton,2001,2002,74,DOCUMENTARY (Feature),"Susan Froemke, Deborah Dickson",FALSE
Murder on a Sunday Morning,2001,2002,74,DOCUMENTARY (Feature),"Jean-Xavier de Lestrade, Denis Poncet",TRUE
Promises,2001,2002,74,DOCUMENTARY (Feature),"Justine Shapiro, B.Z. Goldberg",FALSE
War Photographer,2001,2002,74,DOCUMENTARY (Feature),Christian Frei,FALSE
Artists and Orphans: A True Drama,2001,2002,74,DOCUMENTARY (Short Subject),Lianne Klapper McNally,FALSE
Sing!,2001,2002,74,DOCUMENTARY (Short Subject),"Freida Lee Mock, Jessica Sanders",FALSE
Thoth,2001,2002,74,DOCUMENTARY (Short Subject),"Sarah Kernochan, Lynn Appelle",TRUE
Lagaan,2001,2002,74,FOREIGN LANGUAGE FILM,India,FALSE
Son of the Bride,2001,2002,74,FOREIGN LANGUAGE FILM,Argentina,FALSE
Fifty Percent Grey,2001,2002,74,SHORT FILM (Animated),"Ruairi Robinson, Seamus Byrne",FALSE
Give Up Yer Aul Sins,2001,2002,74,SHORT FILM (Animated),"Cathal Gaffney, Darragh O'Connell",FALSE
Strange Invaders,2001,2002,74,SHORT FILM (Animated),Cordell Barker,FALSE
Stubble Trouble,2001,2002,74,SHORT FILM (Animated),Joseph E. Merideth,FALSE
the accountant,2001,2002,74,SHORT FILM (Live Action),"Ray McKinnon, Lisa Blount",TRUE
Copy Shop,2001,2002,74,SHORT FILM (Live Action),Virgil Widrich,FALSE
Gregor's Greatest Invention,2001,2002,74,SHORT FILM (Live Action),Johannes Kiefer,FALSE
A Man Thing (Meska Sprawa),2001,2002,74,SHORT FILM (Live Action),"Slawomir Fabicki, Bogumil Godfrejow",FALSE
Speed for Thespians,2001,2002,74,SHORT FILM (Live Action),"Kalman Apple, Shameela Bakhsh",FALSE
Adaptation,2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,FALSE
Spirited Away,2002,2003,75,ANIMATED FEATURE FILM,Hayao Miyazaki,TRUE
Talk to Her,2002,2003,75,DIRECTING,Pedro AlmodÃ³var,FALSE
Daughter from Danang,2002,2003,75,DOCUMENTARY (Feature),"Gail Dolgin, Vicente Franco",FALSE
Prisoner of Paradise,2002,2003,75,DOCUMENTARY (Feature),"Malcolm Clarke, Stuart Sender",FALSE
Winged Migration,2002,2003,75,DOCUMENTARY (Feature),Jacques Perrin,FALSE
The Collector of Bedford Street,2002,2003,75,DOCUMENTARY (Short Subject),Alice Elliott,FALSE
Mighty Times: The Legacy of Rosa Parks,2002,2003,75,DOCUMENTARY (Short Subject),"Robert Hudson, Bobby Houston",FALSE
Twin Towers,2002,2003,75,DOCUMENTARY (Short Subject),"Bill Guttentag, Robert David Port",TRUE
Why Can't We Be a Family Again?,2002,2003,75,DOCUMENTARY (Short Subject),"Roger Weisberg, Murray Nossel",FALSE
El Crimen del Padre Amaro,2002,2003,75,FOREIGN LANGUAGE FILM,Mexico,FALSE
The Man without a Past,2002,2003,75,FOREIGN LANGUAGE FILM,Finland,FALSE
Nowhere in Africa,2002,2003,75,FOREIGN LANGUAGE FILM,Germany,TRUE
Zus & Zo,2002,2003,75,FOREIGN LANGUAGE FILM,The Netherlands,FALSE
The Cathedral,2002,2003,75,SHORT FILM (Animated),Tomek Baginski,FALSE
The ChubbChubbs!,2002,2003,75,SHORT FILM (Animated),Eric Armstrong,TRUE
Das Rad,2002,2003,75,SHORT FILM (Animated),"Chris Stenner, Heidi Wittlinger",FALSE
Mt. Head,2002,2003,75,SHORT FILM (Animated),Koji Yamamura,FALSE
Fait D'Hiver,2002,2003,75,SHORT FILM (Live Action),"Dirk BeliÃ«n, Anja Daelemans",FALSE
I'll Wait for the Next One... (J'Attendrai Le Suivant...),2002,2003,75,SHORT FILM (Live Action),"Philippe Orreindy, Thomas Gaudin",FALSE
Inja (Dog),2002,2003,75,SHORT FILM (Live Action),"Steven Pasvolsky, Joe Weatherstone",FALSE
Johnny Flynton,2002,2003,75,SHORT FILM (Live Action),"Lexi Alexander, Alexander Buono",FALSE
This Charming Man (Der Er En Yndig Mand),2002,2003,75,SHORT FILM (Live Action),"Martin Strange-Hansen, Mie Andreasen",TRUE
Star Wars Episode II Attack of the Clones,2002,2003,75,VISUAL EFFECTS,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow",FALSE
Y Tu MamÃ¡ TambiÃ©n,2002,2003,75,WRITING (Original Screenplay),Written by Carlos CuarÃ³n and Alfonso CuarÃ³n,FALSE
The Triplets of Belleville,2003,2004,76,ANIMATED FEATURE FILM,Sylvain Chomet,FALSE
City of God,2003,2004,76,CINEMATOGRAPHY,Cesar Charlone,FALSE
Balseros,2003,2004,76,DOCUMENTARY (Feature),Carlos Bosch and Josep Maria Domenech,FALSE
The Fog of War,2003,2004,76,DOCUMENTARY (Feature),Errol Morris and Michael Williams,TRUE
My Architect,2003,2004,76,DOCUMENTARY (Feature),Nathaniel Kahn and Susan R. Behr,FALSE
The Weather Underground,2003,2004,76,DOCUMENTARY (Feature),Sam Green and Bill Siegel,FALSE
Chernobyl Heart,2003,2004,76,DOCUMENTARY (Short Subject),Maryann DeLeo,TRUE
Ferry Tales,2003,2004,76,DOCUMENTARY (Short Subject),Katja Esson,FALSE
The Barbarian Invasions,2003,2004,76,FOREIGN LANGUAGE FILM,Canada,TRUE
Evil,2003,2004,76,FOREIGN LANGUAGE FILM,Sweden,FALSE
The Twilight Samurai,2003,2004,76,FOREIGN LANGUAGE FILM,Japan,FALSE
Twin Sisters,2003,2004,76,FOREIGN LANGUAGE FILM,The Netherlands,FALSE
Zelary,2003,2004,76,FOREIGN LANGUAGE FILM,Czech Republic,FALSE
Nibbles,2003,2004,76,SHORT FILM (Animated),Chris Hinton,FALSE
Die Rote Jacke (The Red Jacket),2003,2004,76,SHORT FILM (Live Action),Florian Baxmeyer,FALSE
Most (The Bridge),2003,2004,76,SHORT FILM (Live Action),Bobby Garabedian and William Zabka,FALSE
Squash,2003,2004,76,SHORT FILM (Live Action),Lionel Bailliu,FALSE
(A) Torzija [(A) Torsion],2003,2004,76,SHORT FILM (Live Action),Stefan ArsenijeviÂ¿,FALSE
Two Soldiers,2003,2004,76,SHORT FILM (Live Action),Aaron Schneider and Andrew J. Sacks,TRUE
Being Julia,2004,2005,77,ACTRESS IN A LEADING ROLE,Annette Bening,FALSE
Maria Full of Grace,2004,2005,77,ACTRESS IN A LEADING ROLE,Catalina Sandino Moreno,FALSE
A Very Long Engagement,2004,2005,77,ART DIRECTION,Art Direction: Aline Bonetto,FALSE
House of Flying Daggers,2004,2005,77,CINEMATOGRAPHY,Zhao Xiaoding,FALSE
The Story of the Weeping Camel,2004,2005,77,DOCUMENTARY (Feature),Luigi Falorni and Byambasuren Davaa,FALSE
Twist of Faith,2004,2005,77,DOCUMENTARY (Feature),Kirby Dick and Eddie Schmidt,FALSE
Autism Is a World,2004,2005,77,DOCUMENTARY (Short Subject),Gerardine Wurzburg,FALSE
The Children of Leningradsky,2004,2005,77,DOCUMENTARY (Short Subject),Hanna Polak and Andrzej Celinski,FALSE
Hardwood,2004,2005,77,DOCUMENTARY (Short Subject),Hubert Davis and Erin Faith Young,FALSE
Mighty Times: The Children's March,2004,2005,77,DOCUMENTARY (Short Subject),Robert Hudson and Bobby Houston,TRUE
Sister Rose's Passion,2004,2005,77,DOCUMENTARY (Short Subject),Oren Jacoby and Steve Kalafer,FALSE
As It Is in Heaven,2004,2005,77,FOREIGN LANGUAGE FILM,Sweden,FALSE
The Chorus (Les Choristes),2004,2005,77,FOREIGN LANGUAGE FILM,France,FALSE
Downfall,2004,2005,77,FOREIGN LANGUAGE FILM,Germany,FALSE
The Sea Inside,2004,2005,77,FOREIGN LANGUAGE FILM,Spain,TRUE
Yesterday,2004,2005,77,FOREIGN LANGUAGE FILM,South Africa,FALSE
The Motorcycle Diaries,2004,2005,77,MUSIC (Original Song),Music and Lyric by Jorge Drexler,TRUE
Birthday Boy,2004,2005,77,SHORT FILM (Animated),Sejong Park and Andrew Gregory,FALSE
Gopher Broke,2004,2005,77,SHORT FILM (Animated),Jeff Fowler and Tim Miller,FALSE
Guard Dog,2004,2005,77,SHORT FILM (Animated),Bill Plympton,FALSE
Lorenzo,2004,2005,77,SHORT FILM (Animated),Mike Gabriel and Baker Bloodworth,FALSE
Ryan,2004,2005,77,SHORT FILM (Animated),Chris Landreth,TRUE
Everything in This Country Must,2004,2005,77,SHORT FILM (Live Action),Gary McKendry,FALSE
Little Terrorist,2004,2005,77,SHORT FILM (Live Action),Ashvin Kumar,FALSE
7:35 in the Morning (7:35 de la MaÃ±ana),2004,2005,77,SHORT FILM (Live Action),Nacho Vigalondo,FALSE
"Two Cars, One Night",2004,2005,77,SHORT FILM (Live Action),Taika Waititi and Ainsley Gardiner,FALSE
Wasp,2004,2005,77,SHORT FILM (Live Action),Andrea Arnold,TRUE
Mrs. Henderson Presents,2005,2006,78,ACTRESS IN A LEADING ROLE,Judi Dench,FALSE
Howl's Moving Castle,2005,2006,78,ANIMATED FEATURE FILM,Hayao Miyazaki,FALSE
Tim Burton's Corpse Bride,2005,2006,78,ANIMATED FEATURE FILM,Mike Johnson and Tim Burton,FALSE
Wallace & Gromit in The Curse of the Were-Rabbit,2005,2006,78,ANIMATED FEATURE FILM,Nick Park and Steve Box,TRUE
Darwin's Nightmare,2005,2006,78,DOCUMENTARY (Feature),Hubert Sauper,FALSE
March of the Penguins,2005,2006,78,DOCUMENTARY (Feature),Luc Jacquet and Yves Darondeau,TRUE
Murderball,2005,2006,78,DOCUMENTARY (Feature),Henry-Alex Rubin and Dana Adam Shapiro,FALSE
Street Fight,2005,2006,78,DOCUMENTARY (Feature),Marshall Curry,FALSE
The Death of Kevin Carter: Casualty of the Bang Bang Club,2005,2006,78,DOCUMENTARY (Short Subject),Dan Krauss,FALSE
God Sleeps in Rwanda,2005,2006,78,DOCUMENTARY (Short Subject),Kimberlee Acquaro and Stacy Sherman,FALSE
The Mushroom Club,2005,2006,78,DOCUMENTARY (Short Subject),Steven Okazaki,FALSE
